timestamp,YKBNK.E_price_change,ISCTR.E_entry_price,..seconds_later,ISCTR.E_exit_price,return
2022-03-11_07:00:01.000000,0.5434782608695565,8130,5,8120,-0.12300123001229846
2022-03-15_11:15:53.000000,0.5221932114882533,8470,5,8470,0.0
2022-03-16_12:51:16.000000,0.5249343832020914,8450,5,8450,0.0
2022-03-16_13:05:07.000000,0.5291005291005346,8430,5,8430,0.0
2022-03-21_07:47:43.000000,0.5037783375314797,8740,5,8740,0.0
2022-03-21_12:41:15.000000,0.5025125628140614,8730,5,8730,0.0
2022-03-23_07:00:02.000000,0.4878048780487809,9070,5,9080,0.11025358324145973
2022-03-24_10:31:12.000000,0.5089058524172962,8840,0.626649,8820,-0.2262443438914019
2022-03-24_10:31:14.000000,0.5102040816326481,8820,0.167012,8800,-0.22675736961451642
2022-03-24_10:31:15.000000,0.5102040816326481,8830,0.059878,8810,-0.22650056625141968
2022-03-24_10:31:22.000000,0.5089058524172962,8840,0.199306,8860,0.2262443438914019
2022-03-24_10:41:42.000000,0.5102040816326481,8800,5,8800,0.0
2022-03-24_14:46:02.000000,0.5102040816326481,8730,5,8730,0.0
2022-03-28_14:44:02.000000,0.5154639175257714,8550,5,8550,0.0
2022-03-29_12:36:08.000000,0.50761421319796,8460,5,8470,0.11820330969267712
2022-03-29_13:24:52.000000,0.5050505050504972,8510,5,8510,0.0
2022-03-29_13:28:17.000000,0.5050505050504972,8490,5,8480,-0.11778563015312216
2022-03-29_13:49:50.000000,0.5050505050504972,8480,5,8480,0.0
2022-03-30_13:36:11.000000,0.4878048780487809,8880,5,8870,-0.11261261261261701
2022-03-30_13:37:18.000000,0.4889975550122161,8850,5,8840,-0.1129943502824804
2022-03-30_13:40:45.000000,0.48661800486617945,8930,5,8920,-0.11198208286674616
2022-03-30_14:42:35.000000,0.4878048780487809,8900,5,8900,0.0
2022-03-30_14:58:49.000000,0.4878048780487809,8960,5,8950,-0.11160714285713969
2022-03-31_11:51:41.000000,0.4950495049504955,8840,5,8840,0.0
2022-03-31_13:03:47.000000,0.4901960784313708,8890,5,8890,0.0
2022-03-31_14:15:25.000000,0.49261083743843415,8840,5,8840,0.0
2022-04-01_07:00:00.000000,0.48661800486617945,8820,0.134289,8880,0.6802721088435382
2022-04-01_07:00:02.000000,0.48661800486617945,8880,5,8880,0.0
2022-04-01_07:00:06.000000,0.4854368932038833,8880,5,8880,0.0
2022-04-04_14:51:37.000000,0.4784688995215225,9200,5,9210,0.10869565217390686
2022-04-05_07:09:40.000000,0.46948356807512415,9360,5,9350,-0.10683760683760646
2022-04-05_07:21:40.000000,0.4716981132075526,9390,5,9380,-0.10649627263046302
2022-04-05_07:32:06.000000,0.4716981132075526,9320,5,9310,-0.10729613733905241
2022-04-06_11:56:29.000000,0.48309178743961567,9110,5,9100,-0.1097694840834218
2022-04-06_13:44:16.000000,0.48309178743961567,9100,0.298242,9080,-0.219780219780219
2022-04-06_13:45:20.000000,0.4842615012106588,9060,5,9060,0.0
2022-04-08_07:00:03.000000,0.4484304932735439,9730,5,9740,0.10277492291881352
2022-04-08_07:00:56.000000,0.44943820224718767,9770,5,9780,0.10235414534287557
2022-04-08_07:28:36.000000,0.4444444444444473,9870,5,9870,0.0
