timestamp,YKBNK.E_price_change,AKBNK.E_entry_price,..seconds_later,AKBNK.E_exit_price,return
2022-08-26_14:39:44.000000,0.7267441860465018,12200,1,12190,-0.08196721311475308
2022-08-26_14:39:48.000000,0.7267441860465018,12170,1,12170,0.0
2022-08-26_14:39:59.000000,0.7299270072992803,12180,1,12180,0.0
2022-08-26_14:40:08.000000,0.7342143906020615,12120,1,12120,0.0
2022-08-26_14:40:19.000000,0.8797653958944274,12090,0.221928,12050,-0.3308519437551727
2022-08-26_14:40:28.000000,0.5865102639296182,11980,1,11980,0.0
2022-08-26_14:40:50.000000,0.589101620029453,12010,1,12020,0.08326394671107629
2022-08-26_14:41:03.000000,0.588235294117645,12050,1,12030,-0.16597510373443924
2022-08-26_14:41:07.000000,1.3313609467455523,12020,1,12040,0.16638935108153063
2022-08-26_14:41:10.000000,1.3313609467455523,12060,1,12060,0.0
2022-08-26_14:41:13.000000,1.1869436201780381,12060,1,12050,-0.08291873963516272
2022-08-26_14:41:14.000000,1.3412816691505292,12050,1,12050,0.0
2022-08-26_14:41:17.000000,1.1940298507462588,12050,1,12060,0.08298755186721962
2022-08-26_14:41:18.000000,0.746268656716409,12060,1,12060,0.0
2022-08-26_14:41:19.000000,0.5970149253731405,12060,1,12050,-0.08291873963516272
2022-08-26_14:41:20.000000,0.5970149253731405,12050,1,12060,0.08298755186721962
2022-08-26_14:41:38.000000,0.746268656716409,12060,1,12070,0.08291873963515162
2022-08-26_14:41:40.000000,0.7485029940119681,12080,1,12080,0.0
2022-08-26_14:42:20.000000,0.7429420505200568,12000,1,12010,0.08333333333332416
2022-08-26_14:42:25.000000,0.5952380952380931,12000,1,12000,0.0
2022-08-26_14:42:28.000000,0.8955223880596996,11990,1,11990,0.0
2022-08-26_14:42:31.000000,0.5970149253731405,12000,1,11990,-0.08333333333333526
2022-08-26_14:43:23.000000,0.8955223880596996,12020,1,12030,0.08319467554076532
2022-08-26_14:45:08.000000,0.588235294117645,12070,1,12070,0.0
2022-08-26_14:47:40.000000,0.723589001447178,12280,1,12270,-0.08143322475570036
2022-08-26_14:49:10.000000,0.5830903790087438,12150,1,12150,0.0
2022-08-26_14:51:22.000000,0.5763688760807018,12240,1,12250,0.08169934640522847
2022-08-26_14:55:33.000000,0.5689900426742556,12320,1,12290,-0.24350649350649567
2022-08-26_14:56:26.000000,0.7142857142857117,12210,1,12210,0.0
2022-08-26_14:56:29.000000,0.5706134094151105,12210,1,12210,0.0
2022-08-26_14:58:03.000000,0.5722460658083017,12140,1,12150,0.08237232289951546
